product_id,category_id,product_name,brand,key_ingredients,concern_target,suitable_season,texture,volume_ml,volume_unit,price
P0064,C001,코스알엑스 장벽토너,코스알엑스,아연|히알루론산,트러블|모공,all,클리어워터,197,ml,17000
P0065,C001,구달 소프트토너,구달,레티놀|엘라스틴,진정|보습,all,워터리,102,ml,21500
P0066,C001,라네즈 트러블케어토너,라네즈,나이아신아마이드|티트리|TXA,트러블,spring,에센스형,188,ml,42000
P0067,C001,토리든 글로우토너,토리든,시어버터|스테아린산|에리스리톨,각질|보습,spring,미스트형,146,ml,28500
P0068,C001,에스트라 장벽토너,에스트라,아데노신|트레할로스|아스코르빈산|히알루론산,미백|보습,summer,젤형,164,ml,18500
P0069,C001,코스알엑스 보습토너,코스알엑스,아시아티코사이드|PHA|트라넥삼산|레조르시놀,트러블|모공,fall,소프트워터,167,ml,37000
P0070,C001,세타필 장벽토너,세타필,콜라겐|스테아린산,미백|보습,winter,스킨워터,159,ml,26000
P0071,C001,더마토리 리프레싱토너,더마토리,트라넥삼산|글루타치온|아줄렌,트러블|모공,all,토닉,116,ml,43000
P0072,C001,이니스프리 수분토너,이니스프리,레조르시놀|마데카소사이드|트라넥삼산,보습,all,클리어워터,157,ml,38500
P0073,C001,아로마티카 리프레싱토너,아로마티카,EGCG|스테아린산|아젤라산,각질|보습,all,워터리,198,ml,16500
P0074,C001,닥터지 클리어토너,닥터지,티트리|락트산,트러블,all,에센스형,134,ml,24000
P0075,C001,라로슈포제 장벽토너,라로슈포제,감초추출물|카올린,보습,all,미스트형,109,ml,26500
P0076,C001,티르티르 비타민토너,티르티르,코엔자임Q10|베타글루칸|피토스핑고신,각질|보습,spring,젤형,168,ml,23500
P0077,C001,에스트라 수분토너,에스트라,페룰산|살리실산|PHA|마그놀리아추출물,각질|보습,spring,소프트워터,187,ml,34500
P0078,C001,더마토리 칼밍토너,더마토리,아줄렌|아데노신|레스베라트롤,각질|보습,summer,스킨워터,131,ml,21500
P0079,C001,토리든 퓨어토너,토리든,지방산|아데노신|알란토인,각질|보습,fall,토닉,105,ml,14500
P0080,C001,아로마티카 장벽토너,아로마티카,락트산|마데카소사이드,보습|수분장벽,winter,클리어워터,200,ml,25500
P0081,C001,구달 보습토너,구달,센텔라|벤토나이트,각질|보습,all,워터리,154,ml,22000
P0082,C001,아누아 퓨어토너,아누아,아르지렐린|베타글루칸|페룰산,보습,all,에센스형,125,ml,20000
P0083,C001,더마토리 소프트토너,더마토리,아연|젖산,트러블|모공,all,미스트형,198,ml,13000
P0084,C001,메디힐 바이옴토너,메디힐,지방산|트레할로스|아젤라산|트라넥삼산,트러블,all,젤형,186,ml,25500
P0085,C001,조선미녀 하이드로토너,조선미녀,판테놀|레티놀,트러블,all,소프트워터,123,ml,44000
P0086,C001,라네즈 글로우토너,라네즈,나이아신아마이드|효소|살리실산,트러블,spring,스킨워터,109,ml,21500
P0087,C001,아벤느 수분토너,아벤느,오트밀|만델산|황,트러블|보습,spring,토닉,172,ml,34500
P0088,C001,이니스프리 퓨어토너,이니스프리,마데카소사이드|코엔자임Q10|아데노신|콜레스테롤,보습|수분장벽,summer,클리어워터,159,ml,24000
P0089,C001,토리든 수분토너,토리든,레티놀|센텔라,각질|보습,fall,워터리,189,ml,34500
P0090,C001,피지오겔 바이옴토너,피지오겔,스쿠알란|페룰산,보습,winter,에센스형,112,ml,29500
P0091,C001,세타필 소프트토너,세타필,EGF|병풀추출물|아데노신|에리스리톨,각질|보습,all,미스트형,140,ml,31000
P0092,C001,세타필 활력토너,세타필,판테놀|트라넥삼산|코직산|캐모마일,미백|보습,all,젤형,186,ml,38000
P0093,C001,라네즈 클리어토너,라네즈,펩타이드|트레할로스|스핑고신,미백|보습,all,소프트워터,137,ml,19000
P0094,C001,넘버즈인 활력토너,넘버즈인,나이아신아마이드|판테놀,트러블|모공,all,스킨워터,166,ml,38000
P0095,C001,더마토리 미백토너,더마토리,판테놀|카올린|히알루론산,트러블|모공,all,토닉,121,ml,33500
P0096,C001,피지오겔 아쿠아토너,피지오겔,스핑고신|레스베라트롤|글리콜산|살리실산,트러블|보습,spring,클리어워터,168,ml,20000
P0097,C001,아로마티카 보습토너,아로마티카,스테아린산|아젤라산,보습|수분장벽,spring,워터리,127,ml,20000
P0098,C001,구달 비타민토너,구달,캐모마일|BHA|오트밀,보습,summer,에센스형,157,ml,17000
P0099,C001,라네즈 보습토너,라네즈,벤토나이트|레티놀,진정|보습,fall,미스트형,179,ml,27500
P0100,C001,라로슈포제 칼밍토너,라로슈포제,만델산|EGCG,트러블|보습,winter,젤형,167,ml,13000
P0101,C001,이니스프리 딥토너,이니스프리,코직산|레스베라트롤|아데노신|캐모마일,트러블|보습,all,소프트워터,173,ml,44000
P0102,C001,아누아 하이드로토너,아누아,세라마이드|아스코르빈산|레티놀,각질|보습,all,스킨워터,109,ml,16500
P0103,C001,메디힐 장벽토너,메디힐,아연|페룰산|히알루론산|시어버터,각질|보습,all,토닉,152,ml,30500
P0104,C001,라로슈포제 클리어토너,라로슈포제,EGCG|코엔자임Q10|TXA,보습|수분장벽,all,클리어워터,162,ml,30500
P0105,C001,아이소이 아쿠아토너,아이소이,레조르시놀|히알루론산,진정|보습,all,워터리,165,ml,24000
P0106,C001,더마토리 아쿠아토너,더마토리,알로에베라|글리세린|콜레스테롤|스테아린산,미백|보습,spring,에센스형,197,ml,43500
P0107,C001,에뛰드 아쿠아토너,에뛰드,글리콜산|콜레스테롤|소듐PCA,트러블|모공,spring,미스트형,196,ml,33000
P0108,C001,마녀공장 리프레싱토너,마녀공장,아데노신|알로에베라|알란토인,보습,summer,젤형,158,ml,12000
P0109,C001,클리오 밸런싱토너,클리오,피토스핑고신|센텔라|세라마이드,보습,fall,소프트워터,114,ml,23000
P0110,C001,닥터자르트 바이옴토너,닥터자르트,소듐PCA|콜레스테롤|레조르시놀|벤토나이트,진정|보습,winter,스킨워터,172,ml,12000
P0111,C001,달바 트러블케어토너,달바,오트밀|아젤라산|티트리|EGF,트러블|모공,all,토닉,158,ml,39500
P0112,C001,닥터지 글로우토너,닥터지,판테놀|아줄렌|리이오일,트러블,all,클리어워터,123,ml,29000
P0113,C001,스킨1004 수분토너,스킨1004,알파알부틴|글루코노락톤,트러블,all,워터리,155,ml,41000
P0114,C001,아누아 밸런싱토너,아누아,페룰산|아스코르빈산|비타민C,각질|보습,all,에센스형,127,ml,23500
P0115,C001,아누아 수분토너,아누아,알로에베라|세라마이드,보습,all,미스트형,167,ml,21000
P0116,C001,아벤느 바이옴토너,아벤느,아줄렌|에리스리톨|비타민C,트러블,spring,젤형,145,ml,14500
P0117,C001,달바 리프레싱토너,달바,아줄렌|알부틴|지방산|글루코노락톤,보습|수분장벽,spring,소프트워터,161,ml,21500
P0118,C001,아이소이 활력토너,아이소이,세라마이드|트레할로스|아르지렐린,각질|보습,summer,스킨워터,137,ml,23000
P0119,C001,라네즈 밸런싱토너,라네즈,스핑고신|시카|센텔라|아데노신,트러블|모공,fall,토닉,107,ml,21500
P0120,C001,라로슈포제 소프트토너,라로슈포제,스쿠알란|시카,각질|보습,winter,클리어워터,179,ml,34500
P0121,C001,아로마티카 미백토너,아로마티카,엘라스틴|피토스핑고신|베타글루칸|에리스리톨,각질|보습,all,워터리,122,ml,32000
P0122,C001,아이소이 수분토너,아이소이,히알루론산|알부틴|글리세린|병풀추출물,진정|보습,all,에센스형,198,ml,40500
P0123,C001,세타필 퓨어토너,세타필,히알루론산|피토스핑고신,트러블,all,미스트형,187,ml,37500
P0124,C001,조선미녀 장벽토너,조선미녀,어성초|카올린|아데노신|소듐PCA,미백|보습,all,젤형,111,ml,34000
P0125,C001,달바 진정토너,달바,스쿠알란|마그놀리아추출물,진정|보습,all,소프트워터,200,ml,37000
P0126,C001,바이오더마 하이드로토너,바이오더마,BHA|아르지렐린|PHA,진정|보습,spring,스킨워터,119,ml,26500
P0127,C001,AHC 글로우토너,AHC,라놀린|폴리글루타민산|PHA|루이아이소류신,트러블|모공,spring,토닉,148,ml,36500
P0128,C001,이니스프리 리페어토너,이니스프리,아시아티코사이드|소듐PCA|피토스핑고신|살리실산,트러블|모공,summer,클리어워터,177,ml,29500
P0129,C001,토리든 트러블케어토너,토리든,글리세린|시어버터|스핑고신,진정|보습,fall,워터리,119,ml,33000
P0130,C001,넘버즈인 진정토너,넘버즈인,트라넥삼산|오트밀|페룰산|폴리글루타민산,진정|보습,winter,에센스형,153,ml,44500
P0131,C001,티르티르 딥토너,티르티르,녹차추출물|알부틴,보습,all,미스트형,106,ml,38000
P0132,C001,닥터자르트 트러블케어토너,닥터자르트,알로에베라|엘라스틴,보습|수분장벽,all,젤형,199,ml,33000
P0133,C001,AHC 딥토너,AHC,레조르시놀|오트밀,트러블,all,소프트워터,134,ml,27500
P0134,C001,아로마티카 바이옴토너,아로마티카,PHA|트레할로스|만델산|어성초,트러블,all,스킨워터,143,ml,34500
P0135,C001,에스트라 트러블케어토너,에스트라,피토스핑고신|아르지렐린,트러블,all,토닉,132,ml,40000
P0136,C001,조선미녀 리프레싱토너,조선미녀,스쿠알란|지방산,트러블,spring,클리어워터,183,ml,22000
P0137,C001,피지오겔 클리어토너,피지오겔,폴리글루타민산|히알루론산|만델산,각질|보습,spring,워터리,121,ml,36000
P0138,C001,피지오겔 수분토너,피지오겔,코엔자임Q10|살리실산,미백|보습,summer,에센스형,105,ml,26500
P0139,C001,에뛰드 비타민토너,에뛰드,캐모마일|위치하젤|엘라스틴|비타민C,각질|보습,fall,미스트형,160,ml,41000
P0140,C001,스킨1004 리프레싱토너,스킨1004,카올린|트레할로스|EGCG,보습,winter,젤형,152,ml,19000
P0141,C001,아벤느 비타민토너,아벤느,녹차추출물|황|글루코노락톤,트러블|보습,all,소프트워터,156,ml,29000
P0142,C001,닥터지 밸런싱토너,닥터지,시어버터|녹차추출물,트러블|보습,all,스킨워터,182,ml,29500
P0143,C001,바이오더마 트러블케어토너,바이오더마,페룰산|코엔자임Q10|티트리,진정|보습,all,토닉,142,ml,33000
P0144,C001,닥터자르트 장벽토너,닥터자르트,캐모마일|아르지렐린,각질|보습,all,클리어워터,144,ml,28500
P0145,C001,미샤 칼밍토너,미샤,트라넥삼산|티트리|황,트러블|보습,all,워터리,192,ml,29500
P0146,C001,조선미녀 수분토너,조선미녀,폴리글루타민산|에리스리톨|히알루론산,미백|보습,spring,에센스형,184,ml,29500
P0147,C001,조선미녀 칼밍토너,조선미녀,아시아티코사이드|지방산,보습|수분장벽,spring,미스트형,168,ml,33000
P0148,C001,아로마티카 수분토너,아로마티카,스쿠알란|콜레스테롤|레티놀|시어버터,각질|보습,summer,젤형,167,ml,27500
P0149,C001,닥터지 트러블케어토너,닥터지,아줄렌|황|스테아린산|히알루론산,트러블|보습,fall,소프트워터,195,ml,13500
P0150,C001,달바 아쿠아토너,달바,코직산|아르지렐린|효소,보습,winter,스킨워터,113,ml,15000
P0151,C001,비플레인 글로우토너,비플레인,스쿠알란|AHA|BHA,미백|보습,all,토닉,104,ml,16500
P0152,C001,비플레인 보습토너,비플레인,스쿠알란|트라넥삼산|글루타치온,각질|보습,all,클리어워터,105,ml,32500
P0153,C001,구달 글로우토너,구달,PHA|코직산|코엔자임Q10,진정|보습,all,워터리,168,ml,20000
P0154,C001,아누아 진정토너,아누아,카올린|위치하젤|글리세린,보습|수분장벽,all,에센스형,169,ml,29500
P0155,C001,클리오 장벽토너,클리오,알로에베라|캐모마일|티트리,진정|보습,all,미스트형,169,ml,44500
P0156,C001,닥터지 바이옴토너,닥터지,아세틸헥사펩타이드|페룰산,트러블,spring,젤형,109,ml,35500
P0157,C001,바이오더마 아쿠아토너,바이오더마,센텔라|벤토나이트|글리세린,트러블|보습,spring,소프트워터,131,ml,42500
P0158,C001,AHC 퓨어토너,AHC,코직산|비타민C|지방산,미백|보습,summer,스킨워터,160,ml,16000
P0159,C001,아이소이 퓨어토너,아이소이,폴리글루타민산|효소|코엔자임Q10|히알루론산,트러블|모공,fall,토닉,177,ml,39000
P0160,C001,달바 하이드로토너,달바,아르지렐린|코엔자임Q10|알로에베라,보습,winter,클리어워터,108,ml,41000
P0161,C002,넘버즈인 바이옴세럼,넘버즈인,나이아신아마이드|레티놀|레조르시놀,탄력,all,세럼,35,ml,49500
P0162,C002,설화수 안티에이징세럼,설화수,코직산|아젤라산,트러블|미백,all,에센스,66,ml,42500
P0163,C002,피지오겔 리제너레이팅세럼,피지오겔,에리스리톨|베타글루칸|어성초,탄력|보습,all,앰플형,69,ml,92000
P0164,C002,조선미녀 부스팅세럼,조선미녀,녹차추출물|알란토인,각질,all,젤세럼,69,ml,44500
P0165,C002,바이오더마 부스팅세럼,바이오더마,시카|펩타이드|페룰산|나이아신아마이드,탄력,all,오일세럼,64,ml,49500
P0166,C002,랑콤 리페어세럼,랑콤,아젤라산|지방산|페룰산,진정|보습,spring,바이옴세럼,53,ml,92000
P0167,C002,라운드랩 센시티브세럼,라운드랩,시어버터|아젤라산,탄력,spring,워터세럼,67,ml,35000
P0168,C002,오레아 수분세럼,오레아,아줄렌|폴리글루타민산,각질|보습,fall,크림세럼,70,ml,60500
P0169,C002,불리 미백세럼,불리,젖산|카올린|황|코엔자임Q10,탄력,fall,세럼,39,ml,38500
P0170,C002,설화수 레스큐세럼,설화수,히알루론산|시카|살리실산|페룰산,미백,winter,에센스,57,ml,33500
P0171,C002,에스트라 글로우세럼,에스트라,판테놀|티트리|아줄렌,미백,all,앰플형,54,ml,81000
P0172,C002,에스티로더 부스팅세럼,에스티로더,효소|아르지렐린,각질,all,젤세럼,78,ml,59500
P0173,C002,SK-II 미백세럼,SK-II,마데카소사이드|레스베라트롤|비타민C,탄력,all,오일세럼,47,ml,45500
P0174,C002,폴라스초이스 프리미엄세럼,폴라스초이스,시어버터|아르지렐린,탄력,all,바이옴세럼,47,ml,90000
P0175,C002,코스알엑스 레스큐세럼,코스알엑스,레스베라트롤|베타글루칸,트러블|미백,all,워터세럼,49,ml,19500
P0176,C002,코스알엑스 토탈세럼,코스알엑스,코엔자임Q10|효소|글루타치온|스쿠알란,각질,spring,크림세럼,76,ml,65000
P0177,C002,조선미녀 수분세럼,조선미녀,루이아이소류신|아세틸헥사펩타이드|리이오일,탄력,spring,세럼,67,ml,54000
P0178,C002,코스알엑스 글로우세럼,코스알엑스,스테아린산|AHA,트러블|미백,fall,에센스,48,ml,56000
P0179,C002,에스트라 센시티브세럼,에스트라,아세틸헥사펩타이드|비타민C|녹차추출물|콜라겐,진정|보습,fall,앰플형,62,ml,64000
P0180,C002,더마토리 바이옴세럼,더마토리,비타민C|EGF|녹차추출물|트레할로스,진정|보습,winter,젤세럼,79,ml,24000
P0181,C002,라메르 부스팅세럼,라메르,효소|트레할로스|라놀린,진정|보습,all,오일세럼,68,ml,72500
P0182,C002,인키스트 글로우세럼,인키스트,센텔라|에리스리톨|스쿠알란,트러블|미백,all,바이옴세럼,77,ml,25000
P0183,C002,클라란스 안티에이징세럼,클라란스,레스베라트롤|스테아린산,각질,all,워터세럼,74,ml,28000
P0184,C002,티르티르 리제너레이팅세럼,티르티르,시카|리이오일|락트산|카올린,미백|탄력,all,크림세럼,46,ml,66000
P0185,C002,설화수 리제너레이팅세럼,설화수,황|알란토인|센텔라|코엔자임Q10,각질|보습,all,세럼,52,ml,92500
P0186,C002,랑콤 트러블세럼,랑콤,TXA|글루코노락톤|젖산|알파알부틴,미백,spring,에센스,80,ml,24000
P0187,C002,코스알엑스 바이탈세럼,코스알엑스,에리스리톨|카렌듈라|오트밀,진정|보습,spring,앰플형,34,ml,41000
P0188,C002,마녀공장 리페어세럼,마녀공장,카렌듈라|에리스리톨|녹차추출물,각질|보습,fall,젤세럼,56,ml,35000
P0189,C002,닥터지 안티에이징세럼,닥터지,아스코르빈산|아데노신,각질|보습,fall,오일세럼,75,ml,65000
P0190,C002,불리 안티에이징세럼,불리,아스코르빈산|마그놀리아추출물|알로에베라|판테놀,미백|탄력,winter,바이옴세럼,74,ml,32500
P0191,C002,라운드랩 수분세럼,라운드랩,나이아신아마이드|EGCG,트러블|미백,all,워터세럼,36,ml,59000
P0192,C002,아누아 글로우세럼,아누아,라놀린|오트밀|지방산|레티놀,각질|보습,all,크림세럼,49,ml,46500
P0193,C002,아누아 트러블세럼,아누아,시카|AHA|BHA,미백,all,세럼,52,ml,20000
P0194,C002,토리든 미백세럼,토리든,살리실산|시카,각질,all,에센스,79,ml,74500
P0195,C002,에스티로더 바이옴세럼,에스티로더,피토스핑고신|지방산|AHA|만델산,탄력|보습,all,앰플형,41,ml,80500
P0196,C002,오리진스 멀티세럼,오리진스,아데노신|피토스핑고신,각질|보습,spring,젤세럼,58,ml,53500
P0197,C002,에스티로더 딥세럼,에스티로더,아줄렌|카올린,미백|탄력,spring,오일세럼,62,ml,36500
P0198,C002,더마토리 글로우세럼,더마토리,트레할로스|콜레스테롤|판테놀,각질,fall,바이옴세럼,67,ml,22500
P0199,C002,클라란스 멀티세럼,클라란스,스테아린산|글리세린|젖산|레스베라트롤,각질|보습,fall,워터세럼,59,ml,78000
P0200,C002,폴라스초이스 리페어세럼,폴라스초이스,레조르시놀|아르지렐린,트러블|보습,winter,크림세럼,48,ml,57000
P0201,C002,SK-II 리제너레이팅세럼,SK-II,위치하젤|캐모마일,각질,all,세럼,64,ml,54000
P0202,C002,클라란스 레스큐세럼,클라란스,콜레스테롤|트레할로스|코엔자임Q10|지방산,각질|보습,all,에센스,79,ml,94000
P0203,C002,아누아 진정세럼,아누아,레조르시놀|아세틸헥사펩타이드|벤토나이트,각질,all,앰플형,47,ml,87000
P0204,C002,달바 바이옴세럼,달바,아줄렌|루이아이소류신|아데노신,각질|보습,all,젤세럼,42,ml,27000
P0205,C002,오리진스 토탈세럼,오리진스,레티놀|병풀추출물|시어버터|소듐PCA,각질,all,오일세럼,54,ml,23000
P0206,C002,폴라스초이스 레스큐세럼,폴라스초이스,녹차추출물|폴리글루타민산|베타글루칸|소듐PCA,각질|보습,spring,바이옴세럼,63,ml,59000
P0207,C002,불리 레스큐세럼,불리,글루코노락톤|감초추출물|소듐PCA,각질|보습,spring,워터세럼,63,ml,56000
P0208,C002,인키스트 수분세럼,인키스트,리이오일|감초추출물,트러블|보습,fall,크림세럼,72,ml,84500
P0209,C002,랑콤 글로우세럼,랑콤,효소|락트산,보습|탄력,fall,세럼,48,ml,35000
P0210,C002,피지오겔 부스팅세럼,피지오겔,글리콜산|락트산|판테놀|스핑고신,보습|탄력,winter,에센스,44,ml,36000
P0211,C002,코스알엑스 미백세럼,코스알엑스,라놀린|레스베라트롤|콜라겐|시카,각질,all,앰플형,79,ml,61000
P0212,C002,이니스프리 안티에이징세럼,이니스프리,시어버터|PHA|티트리,진정|보습,all,젤세럼,52,ml,90500
P0213,C002,바이오더마 트러블세럼,바이오더마,레티놀|트라넥삼산,트러블|보습,all,오일세럼,48,ml,21000
P0214,C002,스킨1004 딥세럼,스킨1004,라놀린|엘라스틴|마데카소사이드|락트산,트러블|보습,all,바이옴세럼,79,ml,60500
P0215,C002,아누아 인텐시브세럼,아누아,마데카소사이드|카올린,트러블|미백,all,워터세럼,32,ml,40500
P0216,C002,아이소이 진정세럼,아이소이,트라넥삼산|젖산|아데노신,미백,spring,크림세럼,35,ml,67000
P0217,C002,라운드랩 안티에이징세럼,라운드랩,레스베라트롤|아데노신|코엔자임Q10,트러블|보습,spring,세럼,44,ml,18500
P0218,C002,토리든 트러블세럼,토리든,아데노신|레티놀,트러블|보습,fall,에센스,42,ml,53000
P0219,C002,랑콤 레스큐세럼,랑콤,시어버터|아세틸헥사펩타이드|알부틴|글리콜산,각질,fall,앰플형,72,ml,29500
